id,taxyr,businessname1,businessname2,ein,votingmembersgoverningbodycnt,votingmembersindependentcnt,totalemployeecnt,totalvolunteerscnt,activityormissiondesc,typeoforganizationcorpind,typeoforganizationtrustind,typeoforganizationassocind,typeoforganizationotherind,otherorganizationdsc,formationyr,legaldomicilestatecd,legaldomicilecountrycd
201402319349300345,2013,Community Housing Development Association Inc,,841316839,12,12,1,0,THE ORGAINIZATION'S PURPOSE IS TO ASSIST IN THE MAINTENANCE OR DEVELOPMENT OF ADEQUATE HOUSING IN SOUTH METRO DENVER FOR LOW-INCOME AND SPECIAL NEEDS POPULATIONS.,t,f,f,f,,1995,CO,
201211179349300136,2011,COLORADO PORK PRODUCERS COUNCIL,,840747737,9,9,0,9,TO PROMOTE THE PORK INDUSTRY.,t,f,f,f,,1994,CO,
201643139349302589,2015,San Isabel Land Protection Trust,,841311010,12,12,4,0,"The principal mission of the Land Trust is to work with landowners to protect agricultural and forest lands, water resources, wildlife habitat and scenic open spaces, and to serve our community by facilitating parks and trails in Custer, Fremont, Pueblo and Huerfano Counties.",t,f,f,f,,1995,CO,
201741219349301334,2016,NEXUS INTERNATIONAL,,200967055,9,7,9,,"Equipping and training indigenous youth as Christian leaders in both foreign and domestic churches, non-profit organizations, orphanages, and schools.",f,t,f,f,,2004,CO,
201503209349300745,2014,CRAIG CHAMBER OF COMMERCE,,840379357,12,12,6,15,IMPROVE ECONOMY OF THE LOCAL COMMUNITY,t,f,f,f,,1946,CO,
201641689349300309,2014,SHERIDAN ARTS FOUNDATION,,841166423,6,6,11,20,THE SHERIDAN ARTS FOUNDATION WAS FOUNDED IN 1991 AS A 501(C)(3) NON-PROFIT ORGANIZATION TO: PRESERVE THE HISTORIC SHERIDAN OPERA HOUSE AS AN ARTS AND CULTURAL RESOURCE FOR THE TELLURIDE COMMUNITY; BRING QUALITY ARTS AND CULTURAL EVENTS TO TELLURIDE; PROVIDE LOCAL AND NATIONAL YOUTH WITH ACCESS AND EXPOSURE TO THE ARTS THROUGH EDUCATION.,t,f,f,f,,1991,CO,
201743129349302789,2016,RESPONSIBILITY FOUNDATION INC,,462293536,5,5,8,8,"THE SPECIFIC PURPOSE OF THIS CORPORATION IS TO ERECT A STATUE OF RESPONSIBILITY ON THE WEST COAST, TO STAND AS A BOOKEND TO THE STATUE OF LIBERTY ON THE EAST COAST, THAT IS DEDICATED TO ADVANCING AND MAINTAINING THE CORE PRINCIPLES OF LIBERTY, RESPONSIBILITY AND FREEDOM IN SOCIETY; AND TO FURTHER THE PRINCIPLES OF LIBERTY, RESPONSIBILITY AND FREEDOM THROUGHOUT THE WORLD.",t,f,f,f,,2013,CA,
201321969349300032,2012,ROCKY MOUNTAIN CENTER FOR HEALTH,PROMOTION & EDUCATION,742357255,9,8,21,8,TRAINING OF EDUCATORS TO IMPLEMENT COMPREHENSIVE SEQUENTIAL HEALTH EDUCATION FOR CHILDREN AND YOUTH.,t,f,f,f,,1985,CO,
201230919349300513,2010,SERTOMA INTERNATIONAL,,237286888,7,7,0,80,"SERTOMA EXISTS FOR THE HIGH AND NOBLE PURPOSE OF SERVICE TO MANKIND BY COMMUNICATION OF THOUGHTS, IDEAS AND CONCEPTS TO ACCELERATE HUMAN PROGRESS IN HEALTH, EDUCATION, FREEDOM AND DEMOCRACY.",t,f,f,f,,1973,CO,
201522479349300337,2014,JEFFERSON COUNTY LIBRARY FOUNDATION,,237029313,12,12,4,340,"THE JEFFERSON COUNTY LIBRARY FOUNDATION'S MISSION IS TO SUPPORT AND ENRICH THE CAPABILITIES, RESOURCES AND SERVICES OF THE JEFFERSON COUNTY PUBLIC LIBRARY THROUGH FUNDRAISING AND ADVOCACY EFFORTS THAT BENEFIT OUR DIVERSE COMMUNITY.",t,f,f,f,,1969,CO,
201311489349300406,2012,INTERSTATE NATURAL GAS ASSN OF AMERICA,,730529079,27,27,16,750,"INGAA IS AN ADVOCACY ORGANIZATION THAT REPRESENTS THE INTERSTATE NATURAL GAS PIPELINE INDUSTRY IN THE UNITED STATES. AS PART OF THIS ADVOCACY, INGAA REPRESENTS THE INTERESTS OF ITS MEMBERS THROUGH TESTIMONY FILED WITH COMMITTEES OF THE UNITED STATES CONGRESS, COMMENTS ON RULEMAKINGS AND OTHER REGULATORY INITIATIVES UNDERTAKEN BY FEDERAL AGENCIES WITH JURISDICTION OVER ITS MEMBER COMPANIES' ACTIVITIES OR WHOSE ACTIONS OTHERWISE AFFECT ITS MEMBER COMPANIES, AND ON OCCASION THROUGH PARTICIPATION IN FEDERAL AND STATE JUDICIAL PROCEEDINGS IN WHICH ITS MEMBERS' COLLECTIVE INTERESTS ARE AT STAKE.",t,f,f,f,,1944,DC,
201312769349300041,2012,ASSISTANCE LEAGUE OF DENVER,,840510311,16,16,4,332,ASSISTANCE LEAGUE OF DENVER IS A NONPROFIT VOLUNTEER ORGANIZATION SERVING CHILDREN AND ADULTS THROUGH ITS PHILANTHROPIC PROGRAMS.,t,f,f,f,,1958,CO,
201713149349302701,2016,Rocky Mountain Asphalt Conference &,Equipment Show,841600057,36,36,0,0,"The mission of this organization shall be to present hot-mix asphalt and hot-mix asphalt related technology to persons engaged in the design, construction, rehabilitation and maintenance of hot-mix asphalt pavements within the Rocky Mountain geographic area. This is accomplished by conduction an annual conference.",t,f,f,f,,2001,CO,
201312289349300621,2012,COLORADO GERONTOLOGICAL SOCIETY,,742139782,13,13,0,150,"To provide informaiton, education and training, research, public policy and services to seniors and those who work with seniors.",t,f,f,f,,1980,CO,
201703199349317590,2016,NATIONAL CYBERSECURITY CENTER,,811162264,17,16,3,10,"NCC PROVIDES COLLABORATIVE CYBERSECURITY RESPONSE SERVICES WITH COMPREHENSIVE KNOWLEDGE AND CAPABILITIES THROUGH TRAINING, EDUCATION, AND RESEARCH.",t,f,f,f,,2016,CO,
201512969349300911,2014,WESTERN REGIONAL EMS COUNCIL INC,,841473463,13,13,2,13,SEE SCHEDULE 0,t,f,f,f,,1999,CO,
201730629349300028,2015,LITTLETON PUBLIC SCHOOLS FOUNDATION,,841185005,14,14,2,400,THE PURPOSE OF THE FOUNDATION IS TO FURTHER EDUCATIONAL ADVANCEMENT IN THE LITTLETON PUBLIC SCHOOLS BY PROVIDING FUNDING VIA MONETARY GRANTS TO SCHOOLS AND TEACHERS.,t,f,f,f,,1991,CO,
201323179349304802,2012,TELLURIDE ANIMAL FOUNDATION,,450839793,3,3,1,0,THE TELLURIDE ANIMAL FOUNDATION SUPPORTS ANIMAL PROTECTION AND WELFARE THROUGH CHARITABLE GIVING.,t,f,f,f,,2011,CO,
201602289349301610,2015,German-American Chamber of Commerce,Colorado Chapter,841172215,8,8,17,0,"TO PROMOTE GERMAN-AMERICAN BUSINESS AND TRADE THROUGHOUT THE ROCKY MOUNTAIN REGION, GERMANY, AND OTHER GERMAN-SPEAKING COUNTRIES.",t,f,f,f,,1990,CO,
201620719349300737,2015,DENVER TENNIS CLUB,,840374633,11,11,30,0,"TENNIS, TENNIS LESSONS AND SOCIAL EVENETS FOR MEMBERS.",t,f,f,f,,1928,CO,
201340519349300324,2011,CHI OMEGA HOUSE ASSOCIATION ZETA,,846041719,5,5,29,0,PROVIDE ROOM & BOARD FOR WOMEN STUDENTS WHO ARE MEMBERS OF CHI OMEGA SORORITY ZETA CHAPTER.,f,f,t,f,,1928,CO,
201301339349300960,2012,CENTER FOR ENRICHED COMMUNICATION INC,,742232416,12,12,18,53,"The Counseling and Education Center provides professional affordable counseling services to individuals and families, especially for low-income individuals and families who are either uninsured or under-insured. No individual or family is turned away for their inability to pay even the lowest fee on our sliding fee scale.",t,f,f,f,,1981,CO,
201711289349302656,2015,THE PARK PEOPLE,,846045624,19,19,3,450,"A PRIVATE, NON-PROFIT ORGANIZATION PRESERVING, ENHANCING, AND ADVOCATING FOR DENVER'S PARKS, RECREATION RESOURCES, OPEN SPACE, AND URBAN FORESTS.",t,f,f,f,,1969,CO,
201543209349312934,2014,The Mile High Five Foundation,c/o Lyle Wallace & Baker Hostetler,462045437,5,5,0,0,"To improve the lives of Colorado's at-risk youth population by supporting non-profit organizations that provide services in the areas of children's health, mental health and education.",t,f,f,f,,2013,CO,
201320099349300027,2011,AMERICAN LUNG ASSOCIATION OF THE SOUTHWEST,,860111676,10,10,93,23588,TO SAVE LIVES BY IMPROVING LUNG HEALTH AND PREVENTING LUNG DISEASE,t,f,f,f,,1912,AZ,
201133399349300058,2010,GOD'S FINGERPRINTS & HOPE CHRISTIAN ACADEMY,,841419999,0,6,22,0,"CHRISTIAN EDUCATION FOR PRESCHOOL, ELEMENTARY AND MIDDLE SCHOOL CHILDREN",t,f,f,f,,1997,CO,
201501349349301760,2014,Colorado Bandmasters Association,,840886848,17,17,0,,Promoting comprehensive music education through participation and performance in band.,t,f,f,f,,1980,CO,
201611349349305436,2015,SPAYTODAY,,800303411,3,2,14,45,The Organizations mission is to reduce pet overpopulation by preventing the births of unwanted puppies and kittens. The Organization is determined to eliminate euthanasia as a means of controlling overpopulation of companion animals.,t,f,f,f,,2009,CO,
201602219349300970,2015,DENVER SECURITY TRADERS,ASSOCIATION INC,742444770,10,10,0,0,TO PROMOTE SECURITY TRADING,t,f,f,f,,1979,CO,
201120679349300207,2010,Air Force Academy Athletic Foundn,,412069024,7,7,0,10,Air Force Academy Sports Support,t,f,f,f,,2003,CO,
201621349349302767,2015,36 COMMUTING SOLUTIONS,,841594869,13,12,6,17,WE ENHANCE THE MOBILITY OF COMMUTERS ALONG THE U.S. 36 CORRIDOR FOR TODAY AND THE FUTURE.,t,f,f,f,,2001,CO,
201321559349300617,2012,NFRIA-WSERC CONSERVATION CENTER INC,,840728032,10,10,3,200,"ENVIRONMENTAL EDUCATION AND PRESERVATION. THE CONSERVATION CENTER WORKS TO BUILD AN AWARE AND ACTIVE COMMUNITY THAT PROTECTS, PRESERVES, AND ENHANCES OUR NATURAL HUMAN AND ECONOMIC RESOURCES.",t,f,f,f,,1977,CO,
201501059349300905,2014,COLORADO TIMBER INDUSTRY ASSOC,,840772159,4,4,0,,TIMBER INDUSTRY SAFETY PROGRAM,f,f,t,f,,1987,CO,
201712279349300001,2016,INDEPENDENCE PASS FOUNDATION,,841133782,14,14,1,200,ECOLOGICAL PRESERVATION.,t,f,f,f,,1989,CO,
201142159349300114,2009,ASPEN ART MUSEUM,,840746671,26,26,0,50,"THE ASPEN ART MUSEUM IS A NON-COLLECTING INSTITUTION PRESENTING THE NEWEST, MOST IMPORTANT EVOLUTIONS IN INTERNATIONAL CONTEMPORARY ART. ITS INNOVATIVE AND TIMELY EXHIBITIONS, EDUCATION AND PUBLIC PROGRAMS, IMMERSIVE ACTIVITIES, AND COMMUNITY HAPPENINGS ACTIVELY ENGAGE AUDIENCES IN THOUGHT-PROVOKING EXPERIENCES OF ART, CULTURE, AND SOCIETY.",t,f,f,f,,1977,CO,
201323189349303057,2012,CRESTED BUTTE CHAMBER OF COMMERCE,,840905627,9,9,10,75,ENCOURAGING ECONOMIC PROSPERITY BY PROMOTING AND PROTECTING THE BUSINESS INTEREST OF THE COMMUNITY,t,f,f,f,,1980,CO,
201532889349300633,2014,BUFFALO CREEK GUN CLUB,,237441275,197,197,0,,GUN CLUB TO PROMOTE SAFE AND ORGANIZED SHOOTING,t,f,f,f,,2009,CO,
201622789349300747,2014,Music in the Mountains Inc,,742550850,15,15,7,86,"To produce an exceptional summer music festival with musicians of the highest caliber; entertain, educate and delight audiences with the richness of classical music, and complement concert with year round educational programs for youth.",t,f,f,f,,1987,CO,
201122859349300537,2010,OURAY ICE PARK INC,,841367668,4,4,9,40,Promote the sport of ice climbing by managing and maintaining the Ouray Ice Park. Promote the sport of ice climbing by managing and maintaining the Ouray Ice Park.,t,f,f,f,,1997,CO,
201632249349302513,2014,PLANNED PARENTHOOD OF THE ROCKY,MOUNTAINS ACTION FUND INC,841191279,11,10,0,14,TO FOSTER & PRESERVE A SOCIAL & POLITICAL CLIMATE FAVORABLE TO THE EXERCISE OF REPRODUCTIVE CHOICE.,t,f,f,f,,1990,CO,
201722569349301462,2016,ADAPTIVE SPORTS CENTER OF CRESTED,BUTTE INC,841063447,15,15,57,357,ENHANCING THE QUALITY OF LIFE OF PEOPLE WITH DISABILITIES THROUGH OUTDOOR ADVENTURE ACTIVITIES,t,f,f,f,,1995,CO,
201401359349304740,2013,BAM Swim Team,,841505469,5,5,15,100,"BAM organizes and provides coaching for daily adult swim workouts at public recreation facilities in the greater Boulder, Colorado area. BAM serves approximately 350 members and guests annually.",t,f,f,f,,1999,CO,
201620439349301607,2014,CROWN COLLEGE,,410693968,18,17,571,18,"TO PROVIDE A CHRISTIAN-BASED EDUCATION WITHOUT REGARD TO RACE, GENDER, AGE, HANDICAP OR ETHNICITY.",t,f,f,f,,1916,MN,
201531329349304163,2014,CO COALITION AGAINST SEXUAL ASSAULT,,841037788,6,6,5,25,ADVOCATES AGAINST SEXUAL ASSAULT,t,f,f,f,,1980,CO,
201621949349301027,2015,ASPEN PITKIN EMPLOYEE HOUSING INC,,840815772,4,0,0,0,DEVELOPMENT AND MANAGEMENT OF RESIDENTIAL HOUSING FOR LOW & MODERATE INCOME EMPLOYEES OFDEVELOPMENT AND MANAGEMENT OF RESIDENTIAL HOUSING FOR LOW & MODERATE INCOME EMPLOYEES OF PITKIN COUNTY,t,f,f,f,,1978,CO,
201310219349300156,2011,Battlement Mesa Residence Inc,,841449940,13,13,0,0,Low Income Housing,t,f,f,f,,1998,CO,
201312889349300216,2012,USA TAEKWONDO INC,,680587171,11,11,9,20,"USA TAEKWONDO IS THE NATIONAL GOVERNING BODY FOR THE SPORT OF TAEKWONDO, DESIGNATED BY THE UNITED STATES OLYMPIC COMMITTEE, FOR THE DEVELOPMENT AND TRAINING OF ATHLETES IN THE SPORT OF TAEKWONDO FOR COMPETITION IN EVENTS THROUGHOUT THE WORLD REPRESENTING THE UNITED STATES.THE MISSION OF USA TAEKWONDO SHALL BE TO ENABLE UNITED STATES ATHLETES TO ACHIEVE SUSTAINED COMPETITIVE EXCELLENCE AND PROMOTE AND GROW THE SPORT OF TAEKWONDO.",t,f,f,f,,2004,CO,
201521339349305552,2013,DENVER INDIAN CENTER INC,,840922797,6,6,27,234,"THE MISSION OF DENVER INDIAN CENTER IS TO EMPOWER OUR YOUTH, FAMILIES AND COMMUNITY THROUGH SELF-DETERMINATION, CULTURAL IDENTITY AND EDUCATION.",t,f,f,f,,1983,CO,
201101239349300620,2010,RUSSIAN CHRISTIAN RADIO INC,,841203598,8,8,7,10,TO SPREAD THE GOSPEL OF JESUS CHRIST PRIMARILY AMONG RUSSIAN SPEAKING PEOPLE THOUGHOUT THE WORLD THROUGH THE USE OF VARIOUS MEDIA OUTLETS AND MINISTRIES,t,f,f,f,,1992,CO,
201600159349300330,2014,GREELEY EDUCATION ASSOCIATION,,840965687,28,28,1,,SUPPORT PUBLIC EDUCATION,t,f,f,f,,1970,CO,
201511899349300316,2014,LONGMONT AREA VISITORS ASSOCIATION,,262608100,12,0,5,4,"NONPROFIT ORGANIZATION WORKING TO PROMOTE TOURISM IN THE CITY OF LONGMONT, COLORADO.",f,f,t,f,,2008,CO,
201721309349301862,2016,COLORADO YOUTH FOR A CHANGE,,202501002,11,11,100,10,"THE MISSION OF COLORADO YOUTH FOR A CHANGE IS TO SOLVE THE DROPOUT CRISIS IN COLORADO. BECAUSE EVEN ONE STUDENT WHO DROPS OUT IS TOO MANY, WE ARE COMMITTED TO CONTINUING THIS WORK THROUGH THOUGHTFUL PARTNERSHIPS, DROPOUT OUTREACH & RECOVERY, EDUCATIONAL INTERVENTION, AND AN EXPANSION OF SCHOOL OPTIONS.",t,f,f,f,,2005,CO,
201722569349301322,2016,FREE THE GIRLS,,272454072,5,5,5,100,"FREE THE GIRLS PROVIDES JOB OPPORTUNITIES TO WOMEN RESCUED FROM SEX TRAFFICKING IN DEVELOPING COUNTRIES BY HELPING THEM ESTABLISH MICRO-ENTERPRISES SELLING BRAS IN THE SECOND HAND CLOTHING MARKETS. THROUGH THE COLLECTIONS OF BRAS IN THE UNITED STATES, FREE THE GIRLS EDUCATES PEOPLE AND ORGANIZATIONS ABOUT THE SCOURGE OF HUMAN TRAFFICKING WORLDWIDE.",t,f,f,f,,2011,CO,
201713199349317046,2016,DENVER INDIAN FAMILY RESOURCE,CENTER,841568837,7,7,15,8,"TO STRENGTHEN VULNERABLE AMERICAN INDIAN AND ALASKA NATIVE CHILDREN AND FAMILIES THROUGHOUT COLLABORATIVE AND CULTURALLY RESPONSIVE SERVICES. THE VISION FOR THE FUTURE IS GENERATIONS OF HEALTHY, STRONG AMERICAN INDIAN AND ALASKA NATIVE CHILDREN AND FAMILIES.",t,f,f,f,,2001,CO,
201740469349301419,2015,Arkansas Valley Regional Medical Center,,841465990,11,11,474,90,"THE CENTER IS A COMMUNITY-OWNED ORGANIZATION PROVIDING HIGH QUALITY, RESPECTFUL, AND COMPASSIONATE HEALTH CARE SERVICES TO INDIVIDUALS & FAMILIES IN SOUTHEAST COLORADO.",t,f,f,f,,1998,CO,
201731299349301373,2016,EAST 98TH STREET INC,,351871655,3,3,0,,RELIGIOUS LEADERSHIP DEVELOPMENT AND SUPPORT FOR CHRISTIAN MINISTRY LEADERS AND ORGANIZATIONS. OUTREACH AND SUPPORT SERVICES FOR NEEDY AND DISADVANTAGED INDIVIDUALS.,t,f,f,f,,1997,CO,
201322049349300047,2012,ALAGADOS PROJECT,,270437126,0,0,0,0,"COLLEGE SHOLARSHIPS TO DISADVANTAGED YOUTH IN SALVADOR, BRAZIL",t,f,f,f,,2009,CO,
201300669349300715,2012,MARRIAGE MISSIONARIES,,364725687,0,0,2,,"TO EQUIP MARRIED COUPLES ON HOW TO INVITE CHRIST JESUS INTO EVERY ASPECT OF THEIR MARRIED AND FAMILY LIFE BY ILLUMINATIONG WHAT CHRISTIAN MARRIAGE MEANS AND HOW TO LIVE OUT ""GOD'S PLAN FOR MARRIAGE"" THROUGH OUR MARRIAGE COACHING PROGRAM.",t,f,f,f,,,,
201623199349305207,2015,Southeast Mental Health Services,,840519607,7,7,0,0,"As a community mental health center, Southeast Mental Health Services (SEMHS) is devoted to encouraging, promoting and fostering wellness through the prevention, early detection and treatment of mental illness and substance abuse by providing a comprehensive range of high quality services and education in the most efficient and effective manner for the residents and the communities of Baca, Bent, Crowley, Kiowa, Otero and Prowers counties. SEMHS has expanded it services to include primary care to meet the state requirements of meeting integrated care.",t,f,f,f,,1960,CO,
201733059349301653,2016,MONTROSE COUNTY HOUSING AUTHORITY,,840833805,5,5,7,0,PROVIDES HOUSING ASSISTANCE TO SENIOR CITIZENS AND VERY LOW INCOME FAMILIES.,t,f,f,f,,1981,CO,
201501359349303025,2014,The Spirituals Project,,841484371,10,10,2,54,"Our mission is to preserve and revitalize the music and teachings of the sacred song called ""spirituals,"" created and first sung by enslaved Africans in America in the 18th and 19th centuries.",t,f,f,f,,1998,CO,
201213209349307461,2011,GAY LESBIAN BISEXUAL & TRANSGENDER,COMMUNITY CENTER OF COLORADO,840738879,9,9,25,261,"THE MISSION OF THE CENTER IS TO ENGAGE, EMPOWER, ENRICH, AND ADVANCE THE GLBT COMMUNITY OF COLORADO.",t,f,f,f,,1976,CO,
201412469349300306,2013,DOLORES COUNTY HEALTH ASSOCIATION,,840674759,9,9,33,0,OPERATING A RURAL COMMUNITY HEALTH AND DENTAL CLINIC.,t,f,f,f,,1973,CO,
201623209349306892,2015,EAGLE COUNTY JUNIOR LIVESTOCK,,260320552,4,4,0,14,TO EMPOWER YOUNG PEOPLE TO REACH THEIR FULL POTENTIAL BY WORKING AND LEARNING IN PARTNERSHIP WITH CARING ADULTS.,t,f,f,f,,1979,CO,
201820539349301027,2016,MISSION AURORA COLORADO SWIM TEAM,,841377385,6,6,5,25,SEE SCHEDULE O,t,f,f,f,,1996,CO,
201502269349303450,2014,The Broadmoor Skating Club Inc,,841534209,10,243,0,150,"Provide education, provide national and international amateur athletic figure skating competition and assistance to skaters in order to enable them to compete in regional, national and international ameateur competition. The Organization meets these goals through the assessment of dues for members, annual competitions, and provides training sessions for members other amateur participants.",t,f,f,f,,1948,CO,
201312979349301306,2012,Pikes Peak United Way,,840511799,18,18,41,2300,"Mobilize and grow the caring power of the community and create the best quality of life possible for all of its citizens. Piks Peak United Way operates primarily in El Paso and Teller Counties, Colorado.",t,f,f,f,,1922,CO,
201442329349300114,2013,MOUNTAIN RESOURCE CENTER INC,,841178699,12,12,32,225,"THE MISSION OF THE MOUNTAIN RESOURCE CENTER IS TO IDENTIFY, ADVOCATE, AND PROVIDE NEEDED HEALTH AND HUMAN SERVICES AND EDUCATION FOR MOUNTAIN AREA RESIDENTS AND TO BRING TOGETHER ORGANIZATIONS AND INDIVIDUALS TO PROVIDE THESE SERVICES THROUGH A LOCAL, SINGLE POINT OF ENTRY.",t,f,f,f,,1992,CO,
201242759349300739,2011,A Sanctuary for Military Families Inc,,261410596,6,6,3,15,"Provide therapeutic, curative, supportive and recreational activities to veterans, active military personnel, their spouses and children in a leisure environment in an effort to diminish the wearisome impact of returning home after a considerable period away while serving the interest of the country.",t,f,f,f,,2007,CO,
201731299349302708,2015,JAMES IRWIN EDUCATIONAL FOUNDATION,,880528985,2,2,0,0,"TO PROVIDE JAMES IRWIN CHARTER HIGH SCHOOL, MIDDLE SCHOOL, AND ELEMENTARY SCHOOL WITH INSTRUCTIONAL AND ADMINISTRATIVE SUPPORT.",t,f,f,f,,2004,CO,
201621349349303617,2015,NIWOT CULTURAL ARTS ASSOCIATION,,264164620,7,7,0,185,"THE CORPORATION PROVIDES SUPPORT, ENCOURAGEMENT AND FUNDING FOR CULTURAL ARTS AND ALL MEDIUMS OF ARTISTIC EXPRESSION IN THE NIWOT AREA, INCLUDING BUT NOT LIMITED TO, PERFORMANCE ART, PAINTING, SCULPTURE, WEAVING, QUILTING, MUSIC, DANCE, MOVEMENT, DRAMA, ORAL INTERPRETATION, STORYTELLING, ORAL EXPRESSION, CREATIVE WRITING, LOCAL CULTURAL HISTORY, NATIVE AMERICAN CULTURAL HISTORY, AND WESTERN AMERICAN CULTURAL HISTORY.",f,f,t,f,,2009,CO,
201611679349300246,2014,ASPEN VALLEY SKISNOWBOARD CLUB INC,,846042225,19,19,122,0,TO PROVIDE ALL YOUTH IN THE GREATER ROARING FORK VALLEY THE OPPORTUNITY TO EXCEL AS ATHLETES AND AS PEOPLE THROUGH WINTER SPORTS.,t,f,f,f,,1965,CO,
201510429349302306,2013,FAMILIES FIRST INC,,840963358,19,19,53,,THE MISSION OF FAMILIES FIRST IS TO PROVIDE SERVICES TO STRENGTHEN FAMILIES AND TO PROTECT CHILDREN FROM THE CYCLE OF CHILD ABUSE AND NEGLECT.,t,f,f,f,,1984,CO,
201543489349301054,2014,THE DENVER STREET SCHOOL,,841216351,8,8,27,,"THE ORGANIZATION PROVIDES HIGH SCHOOL TRAINING FOR DISENFRANCHISED MEMBERS OF SOCIETY IN TWO DIFFERENT LOCATIONS IN AURORA AND LAKEWOOD, COLORADO.",t,f,f,f,,1985,CO,
201332969349300918,2012,ARVADA COMMUNITY FOOD BANK,,742250374,15,15,6,365,TO PROVIDE EFFECTIVE HUNGER RELIEF PROGRAMS TO QUALIFYING INDIVIDUALS IN NEED OF EMERGENCY FOOD.,t,f,f,f,,1982,CO,
201732309349300723,2016,CORAZON DE ESPERANZA,,272126203,6,6,0,82,BENEVOLENT ASSISTANCE TO SOUTH AMERICAN YOUTH/WOMEN'S PROGRAMS,t,f,f,f,,2011,CO,
201300429349300735,2011,DEVELOPMENTAL PATHWAYS HOUSING CORP II,,311706977,4,4,0,4,TO PROVIDE DEVELOPMENTALLY DISABLED ADULTS WITH A HOUSING FACILITY AND SERVICES.,t,f,f,f,,2000,CO,
201631209349300243,2015,ADAMS COUNTY JUNIOR LIVESTOCK COMMITEE,,342027191,4,4,0,15,JUNIOR LIVESTOCK SALE TO PROMOTE EDUCATION OF 4H YOUTH DEDICATED TO THE IMPROVEMENT OF QUALITY IN LIVESTOCK TO EDUCATE,t,f,f,f,,2006,CO,
201521349349307137,2014,Thornton Junior Football League,,742552293,11,11,0,,To provide a structured environment where children may learn and play football in a positive environment focused on meeting the individual players needs and goals.,f,f,f,f,,1983,CO,
201741389349300114,2016,CAPITAL SISTERS INTERNATIONAL INC,,200458807,4,0,4,30,"TO PROVIDE GRANTS, LOANS, AND LOAN GUARANTEES TO ASSIST THE MICROFINANCE INDUSTRY IN MAKING MICRO LOANS TO IMPOVERISHED WOMEN AND TO PROVIDE DONORS AND INVESTORS AN OPPORTUNITY TO MAKE TARGETED INVESTMENTS IN POVERTY ALLEVIATION THROUGH MICROFINANCE.",t,f,f,f,,2001,CO,
201723059349301512,2016,Discover Goodwill Foundation of Southern and,Western Colorado,841488592,17,15,3,0,"RAISE FUNDS THROUGH PUBLIC AND CORPORATE APPEALS, ACTIVITIES AND OUTREACH SUPPORTING DISCOVER GOODWILL'S MISSION OF HELPING INDIVIDUALS (CONTINUED ON SCHEDULE O)",t,f,f,f,,1999,CO,
201313199349310686,2012,Copper Mountain Resort Association,,840645250,9,9,0,0,PROMOTE COMMON ECONOMIC INTERESTS OF COPPER MOUNTAIN COMMERCIAL AND ENTERPRISES INCLUDING MARKETING,f,f,t,f,,1972,CO,
201603159349301145,2015,Youth With a Mission,INTERNATIONAL COMMUNICATIONS NETWORK,841300954,6,4,6,0,Produce and distribute evangelical materials which will contribute to the worldwide spread of the gospel of Jesus Christ.,t,f,f,f,,1994,CO,
201342599349300919,2012,Adaptive Sports Center of Crested Butte,,841063447,14,14,39,180,"Providing year round outdoor recreation programs, instruction and activities for people with disabilities.",t,f,f,f,,1995,CO,
201502879349300950,2014,DENVER BAR FOUNDATION,,742554415,17,17,0,0,PROVIDES VOLUNTEER SERVICES TO INDIGENT AND DISADVANTAGED RESIDENTS THROUGH THE METRO VOLUNTEER LAWYERS PROGRAM.,f,f,t,f,,1989,CO,
201512519349300001,2014,CENTRO CULTURAL MEXICANO CORP,,841235382,10,9,7,16,PROMOTE THE MEXICAN CULTURE,t,f,f,f,,1992,CO,
201630779349300413,2015,LITTLE LAMBS LEARNING CENTER INC,,364797839,9,9,22,1,OUR MISSION IS TO PROVIDE DAY CARE SERVICES TO CHILDREN AGES SIX WEEKS TO SIX YEARS IN A CHRISTIAN ENVIRONMENT.,t,f,f,f,,2014,CO,
201642799349300974,2015,UNITED STATES ANTI-DOPING AGENCY,,841541903,10,10,114,1100,"PRESERVE THE INTEGRITY OF COMPETITION, INSPIRE TRUE SPORT, PROTECT THE RIGHTS OF U.S. ATHLETES",f,f,f,f,,2000,CO,
201533209349303378,2014,NATIONAL SWIMMING POOL FOUNDATION,,526081248,10,10,21,0,TO ENCOURAGE HEALTHY LIVING BY INCREASING AQUATIC ACTIVITY THROUGH EDUCATION AND RESEARCH.,t,f,f,f,,1965,CO,
201503289349300530,2014,Young Voices of Colorado,,841153316,9,9,9,100,Music Education and PerformanceMusic Education for 8 Children's Choirs serving 200 childrenMusic performance for families and the community,t,f,f,f,,1990,CO,
201530759349300028,2013,ASPEN CENTER FOR ENVIRONMENTAL,STUDIES ENDOWMENT FUND INC,010724451,5,5,0,0,"RAISE FUNDS FOR SUPPORT OF ASPEN CENTER FOR ENVIRONMENTAL STUDIES, A 501(C) (3) ORGANIZATION.",t,f,f,f,,2002,CO,
